Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,비타민C,오메가3,칼슘,루테인,비타민D,밀크씨슬(실리마린),프로바이오틱스(유산균),비타민B,마그네슘,가르시니아,종합비타민,아연,차전자피 식이섬유,미네랄,비타민A,철분,포스파티딜세린,엽산,아르기닌,콘드로이친,코엔자임Q10,콜라겐
1,1,1,5,5,1,5,5,1,1,0.650747,0.345578,0.015154,1.000000,0.496604,1.000000,0.921604,0.063321,0.050961,0.056597,0.307096,1.000000,0.602597,0.000000,0.518797,0.020200,0.030785,0.029881,0.026868,0.000000,0.009303,0.000000
4,3,4,3,3,3,4,3,2,3,0.558126,0.480790,0.528616,0.764176,0.561483,0.539536,0.533330,0.726002,0.597756,0.231715,0.627684,0.527592,0.425627,0.463825,0.658066,0.629133,0.755410,0.546444,0.775583,0.520489,0.568480,0.518969
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1,1,1,1,1,1,1,1,1,0.014918,0.017031,0.015642,0.008708,0.009010,0.013193,0.000000,0.019234,0.013753,0.020430,0.006575,0.001599,0.006047,0.010223,0.009028,0.009513,0.006743,0.001418,0.011072,0.011030,0.015057,0.016330
1,5,1,1,5,1,1,1,5,1,0.624782,0.472013,1.000000,0.000000,0.972784,0.000000,0.005858,0.000000,0.399819,0.969412,0.314407,0.655382,0.479811,0.652500,0.030904,0.003502,0.000000,0.051548,0.016458,1.000000,0.494124,0.430789
2,5,4,5,4,1,2,4,1,4,0.421550,0.304669,1.000000,0.276145,0.839964,0.802771,1.000000,0.373878,0.428186,0.022400,0.599214,0.883478,0.539011,0.313699,0.128976,0.527301,0.789261,0.791755,0.312850,1.000000,0.181819,0.377028
5,5,5,5,5,5,5,5,5,1,1.000000,0.814517,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.979514,0.752309,0.998738,1.000000,1.000000,1.000000,0.504161,1.000000,0.021646,1.000000,1.000000,1.000000,1.000000
2,3,3,2,3,3,4,2,2,3,0.511519,0.499636,0.511395,0.775065,0.572416,0.270869,0.320997,0.405703,0.407148,0.274876,0.495870,0.396661,0.271194,0.417988,0.687059,0.383712,0.482372,0.469429,0.246848,0.534426,0.252109,0.514074
3,3,4,4,3,4,4,2,2,3,0.638444,0.468315,0.524634,0.774370,0.539951,0.288332,0.787666,0.657537,0.524006,0.280202,0.572854,0.629961,0.596287,0.516743,0.745883,0.538782,0.796888,0.527544,0.502254,0.546524,0.390378,0.700667
4,1,3,3,5,4,5,4,2,4,0.934134,0.615425,0.005193,1.000000,0.474980,0.761729,0.517627,0.606870,0.430086,0.230128,0.855111,0.841493,0.387067,0.366488,0.909006,0.799309,0.511163,0.759729,0.754335,0.053391,0.531609,0.446122
3,3,3,3,4,3,3,3,5,4,0.703647,0.849051,0.491840,0.505224,0.658758,0.488584,0.552302,0.492082,0.710404,1.000000,0.734720,0.641788,0.739380,0.709197,0.494112,0.648747,0.515250,0.754128,0.532831,0.521012,0.788544,0.505109
3,3,3,3,3,3,3,3,3,3,0.567090,0.556519,0.503695,0.513396,0.559627,0.510784,0.573324,0.539907,0.514737,0.529754,0.590348,0.518022,0.537068,0.524007,0.516834,0.525058,0.518159,0.510956,0.519068,0.515583,0.526339,0.517922
4,4,3,3,3,4,3,3,3,1,0.656267,0.429076,0.769053,0.546821,0.674223,0.497130,0.579623,0.705544,0.517568,0.541997,0.485509,0.578032,0.499220,0.743984,0.646889,0.388589,0.518353,0.010351,0.779356,0.774663,0.642595,0.757923
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,5,5,5,5,1,5,1,1,1,0.590083,0.292494,1.000000,1.000000,1.000000,0.003095,1.000000,0.378738,0.673880,0.001799,0.323855,1.000000,0.566666,0.401550,0.491378,0.000000,0.925404,0.039521,0.062647,1.000000,0.038858,0.472381
4,3,3,3,3,3,2,4,3,3,0.552413,0.507262,0.493619,0.256575,0.544606,0.785860,0.554836,0.634423,0.515411,0.542212,0.654461,0.522498,0.516980,0.503222,0.385724,0.639182,0.524168,0.523584,0.746824,0.501308,0.644656,0.522423
3,4,4,2,3,5,3,3,3,3,0.785163,0.535829,0.757474,0.533117,0.679229,0.549156,0.294879,0.726338,0.624045,0.522096,0.570216,0.437171,0.381191,0.773031,0.733674,0.538265,0.751503,0.529563,0.541918,0.771861,0.546055,0.932365
4,4,4,3,1,2,2,3,2,3,0.117272,0.372250,0.787132,0.267554,0.458402,0.523669,0.526075,0.692784,0.571759,0.253804,0.454127,0.195821,0.429848,0.445702,0.250790,0.660733,0.778374,0.550719,0.764127,0.777664,0.514169,0.470860
4,4,2,3,3,3,3,4,2,3,0.523149,0.411242,0.776949,0.525048,0.683598,0.742943,0.552729,0.552634,0.283763,0.299887,0.671691,0.492946,0.395562,0.539980,0.537280,0.654918,0.254549,0.526650,0.758317,0.765717,0.570330,0.632317
1,5,4,4,5,5,3,1,2,3,1.000000,0.428964,1.000000,0.538676,1.000000,0.013728,0.755041,0.474486,0.528235,0.258478,0.505244,0.947702,0.518408,0.787807,0.777174,0.221521,0.740889,0.525100,0.027020,0.981240,0.133872,1.000000
3,5,3,4,3,4,3,4,4,3,0.632166,0.691150,1.000000,0.527251,0.876674,0.785154,0.805794,0.534288,0.627015,0.780186,0.618656,0.619563,0.787336,0.879591,0.624396,0.494116,0.522434,0.503829,0.478275,1.000000,0.666925,0.851451
1,5,1,5,1,1,1,5,5,5,0.067948,0.704533,0.995113,0.000000,0.563938,1.000000,1.000000,0.048291,0.397786,1.000000,0.371816,0.439552,1.000000,0.671920,0.000000,0.611926,0.000000,1.000000,0.024937,1.000000,0.456824,0.397513
3,2,3,3,3,3,3,3,2,3,0.544275,0.429319,0.290180,0.521494,0.408606,0.512317,0.542532,0.530299,0.412779,0.293697,0.567954,0.501555,0.422936,0.357277,0.520556,0.542124,0.518456,0.510353,0.517882,0.250815,0.411457,0.425791
5,5,5,1,1,1,5,5,1,1,0.003909,0.318803,0.975024,1.000000,0.525174,1.000000,0.001791,0.876467,0.595930,0.065299,0.399668,0.079345,0.008342,0.381985,0.621857,0.450280,1.000000,0.000000,0.993113,0.993111,0.594058,0.416972
3,3,3,3,3,3,3,3,3,3,0.567949,0.570643,0.520638,0.515004,0.547198,0.506635,0.561428,0.540527,0.508336,0.516584,0.603014,0.518957,0.534388,0.526512,0.497808,0.520597,0.527548,0.520636,0.524997,0.515369,0.529413,0.515164
5,1,1,1,1,5,1,5,5,1,0.396308,0.577199,0.032179,0.000000,0.008073,1.000000,0.056714,0.682483,0.473276,1.000000,0.387064,0.070869,0.435744,0.675405,0.423034,0.411031,0.008106,0.030841,0.925186,0.077683,0.959788,0.646233
3,4,3,3,3,3,4,3,3,4,0.543971,0.685927,0.761208,0.771236,0.682867,0.517444,0.531085,0.516009,0.507124,0.479413,0.676403,0.539352,0.525992,0.616372,0.644700,0.646878,0.500538,0.804017,0.515212,0.775297,0.524145,0.606515
3,3,4,2,2,2,3,3,4,3,0.300329,0.652309,0.489125,0.484105,0.439268,0.476227,0.286507,0.551451,0.778862,0.754059,0.468793,0.263493,0.520650,0.551852,0.400223,0.527702,0.744941,0.525731,0.494623,0.480331,0.651849,0.368293
2,2,3,3,4,3,3,3,3,4,0.730250,0.613588,0.276747,0.505552,0.495529,0.527958,0.557295,0.415815,0.545909,0.528341,0.628928,0.649990,0.528326,0.421895,0.479689,0.561907,0.489219,0.806090,0.240525,0.262514,0.374842,0.414806
1,1,5,5,5,1,1,1,5,5,0.539278,0.723716,0.062604,0.025774,0.524109,0.013065,1.000000,0.382697,1.000000,1.000000,0.684047,0.989733,1.000000,0.354791,0.052866,0.478684,0.988781,1.000000,0.000000,0.000787,0.501338,0.000000
3,3,3,3,3,3,3,3,3,3,0.564494,0.546590,0.524429,0.527862,0.540763,0.525375,0.552778,0.521594,0.531437,0.531723,0.601300,0.523351,0.503540,0.521005,0.514009,0.514347,0.525226,0.522469,0.511326,0.524029,0.510716,0.538632
5,5,1,1,3,5,1,3,4,3,0.722655,0.539216,1.000000,0.025403,0.800131,0.481474,0.062608,0.642707,0.303938,0.795380,0.701445,0.305148,0.323711,0.947859,0.510488,0.731308,0.093257,0.567568,0.984740,1.000000,0.914146,0.988607
3,3,4,3,3,3,3,4,3,3,0.577343,0.543693,0.524739,0.515005,0.570030,0.771924,0.564028,0.602785,0.659251,0.507376,0.592393,0.524719,0.522093,0.520874,0.533724,0.512016,0.768160,0.501676,0.548958,0.542677,0.493676,0.540475
3,3,3,3,4,3,3,3,4,3,0.696942,0.661339,0.510756,0.510377,0.691260,0.517615,0.545411,0.516272,0.643014,0.756719,0.667749,0.644656,0.631760,0.587384,0.538219,0.549216,0.516202,0.496696,0.531788,0.508442,0.636706,0.543764
2,3,3,3,2,1,4,3,4,4,0.182138,0.796510,0.535687,0.738914,0.443322,0.510400,0.516327,0.318812,0.599845,0.756685,0.451240,0.357552,0.644685,0.425393,0.418533,0.486735,0.555207,0.743748,0.290804,0.502617,0.550891,0.211873
5,5,1,1,5,1,1,1,1,5,0.613026,0.288727,0.955840,0.068658,1.000000,0.000000,0.038895,0.503259,0.001419,0.000000,0.991911,0.540554,0.015233,0.270324,0.018988,1.000000,0.001685,1.000000,1.000000,1.000000,0.559489,0.370495
2,3,3,3,2,3,3,3,4,3,0.402855,0.649477,0.560050,0.524485,0.427136,0.490121,0.532465,0.383576,0.624326,0.782610,0.403615,0.392865,0.624915,0.599993,0.523553,0.389130,0.514070,0.529946,0.245248,0.502523,0.487740,0.513958
3,3,3,3,3,3,3,3,3,3,0.553775,0.572612,0.521319,0.519432,0.565077,0.510433,0.567903,0.520257,0.518171,0.510960,0.592231,0.518718,0.516530,0.518884,0.514836,0.511589,0.529875,0.539763,0.535652,0.515056,0.512029,0.527237
3,3,2,3,4,2,3,3,4,2,0.599502,0.633823,0.539803,0.512909,0.617376,0.550658,0.523625,0.402250,0.475050,0.786303,0.545460,0.674148,0.605048,0.518139,0.414236,0.381846,0.280778,0.282621,0.515447,0.524391,0.629423,0.380824
1,5,1,1,5,5,5,5,1,1,1.000000,0.334894,1.000000,1.000000,0.987344,1.000000,0.072174,0.198765,0.073793,0.000000,0.283284,0.644611,0.002256,0.661444,1.000000,0.039359,0.086389,0.006186,0.039739,1.000000,0.050695,1.000000
4,2,1,4,5,4,2,3,2,4,0.957913,0.381702,0.255274,0.261969,0.629342,0.495203,0.743994,0.497860,0.093506,0.261850,0.903116,0.913054,0.539165,0.438225,0.545740,0.830668,0.000000,0.721927,0.755313,0.295064,0.554146,0.579309
2,3,3,3,3,3,4,4,3,2,0.547241,0.557888,0.540292,0.727901,0.565178,0.762412,0.562480,0.385181,0.514512,0.529031,0.428593,0.503230,0.537304,0.518458,0.626463,0.273551,0.499698,0.280001,0.268982,0.546304,0.392923,0.524616
2,3,3,3,4,4,2,3,3,2,0.824531,0.423586,0.509773,0.287399,0.658334,0.491890,0.563256,0.431115,0.499799,0.535150,0.493458,0.661368,0.537338,0.640754,0.526551,0.279708,0.525473,0.257862,0.255359,0.502327,0.406224,0.664262
5,5,1,5,1,5,1,1,1,5,0.445228,0.267973,0.979846,0.000000,0.551591,0.090561,0.999540,0.648712,0.017583,0.000000,0.729201,0.420359,0.572186,0.709195,0.504724,1.000000,0.035805,0.971311,0.970668,1.000000,0.614835,0.980340
4,3,2,2,2,3,4,2,4,4,0.389658,0.818978,0.546138,0.801166,0.439523,0.266572,0.314431,0.553322,0.499391,0.795732,0.634996,0.267543,0.469901,0.583456,0.669104,0.768931,0.292518,0.748177,0.781823,0.536704,0.814957,0.478500
5,1,5,5,1,1,1,1,1,5,0.026944,0.249724,0.015862,0.069672,0.040870,0.058195,1.000000,0.757222,0.708266,0.000000,0.708332,0.481579,0.617374,0.000000,0.000000,0.983210,0.967630,0.998169,1.000000,0.086642,0.626839,0.042460
3,3,3,2,4,4,3,3,2,3,0.805192,0.443905,0.498357,0.556274,0.654121,0.536758,0.307142,0.575731,0.393055,0.273199,0.628010,0.542008,0.290209,0.508978,0.659428,0.516951,0.517367,0.500761,0.551563,0.534700,0.394054,0.672086
4,3,3,3,3,3,3,3,3,4,0.558347,0.629775,0.520442,0.523915,0.553828,0.507779,0.555208,0.634944,0.546783,0.501858,0.754504,0.535961,0.518158,0.543938,0.530488,0.761384,0.540524,0.754223,0.780694,0.533036,0.664902,0.534934
5,5,1,5,5,1,5,5,5,1,0.637823,0.743798,1.000000,1.000000,1.000000,0.988526,0.996259,0.499208,0.425848,1.000000,0.672188,1.000000,0.994567,0.636831,0.619036,0.519128,0.000000,0.000000,1.000000,1.000000,1.000000,0.379739
3,3,4,2,4,3,3,4,3,3,0.720972,0.565788,0.497717,0.508998,0.675825,0.766135,0.261290,0.605694,0.669322,0.520279,0.666967,0.522720,0.369779,0.513642,0.503897,0.518131,0.750461,0.517198,0.536022,0.507420,0.527304,0.524189
2,4,2,2,3,3,3,4,2,3,0.557818,0.405708,0.786049,0.515211,0.663292,0.754846,0.282769,0.308348,0.248361,0.263988,0.451311,0.432911,0.272684,0.516542,0.548143,0.382376,0.268075,0.509348,0.250327,0.805075,0.293305,0.595406
3,3,3,4,2,3,2,3,3,3,0.377517,0.492470,0.508522,0.258649,0.421149,0.530295,0.767612,0.487607,0.505297,0.532484,0.478138,0.490001,0.667081,0.515402,0.394828,0.549804,0.503975,0.523489,0.509805,0.509092,0.528498,0.517395
1,1,5,1,5,1,5,5,1,1,0.597944,0.306822,0.023384,0.985347,0.443815,1.000000,0.055515,0.328047,0.595055,0.014044,0.344316,0.594163,0.000000,0.051019,0.537927,0.000000,0.952118,0.009347,0.000000,0.035879,0.004184,0.025173
5,1,5,5,1,1,5,5,1,5,0.014498,0.558822,0.017551,1.000000,0.031093,0.986621,1.000000,0.869583,0.567956,0.031031,0.692788,0.441112,0.587340,0.000000,0.543531,1.000000,0.984567,1.000000,1.000000,0.043629,0.562466,0.045196
5,3,2,5,3,4,5,5,2,4,0.654083,0.687226,0.567042,0.991568,0.545447,1.000000,1.000000,0.726930,0.246582,0.338255,0.802309,0.788778,0.700718,0.500594,0.905412,0.948458,0.257302,0.813767,1.000000,0.523128,0.659107,0.694315
1,5,5,1,5,1,1,1,5,1,0.609894,0.468093,1.000000,0.022202,0.988177,0.115551,0.000000,0.318821,1.000000,1.000000,0.383079,0.601849,0.399321,0.679546,0.032293,0.000000,0.998583,0.027903,0.005424,1.000000,0.498490,0.346062
1,1,5,5,1,5,5,1,5,1,0.407100,0.681477,0.013068,0.988118,0.000000,0.021553,0.991757,0.493507,0.983987,1.000000,0.000000,0.488390,1.000000,0.689719,1.000000,0.000000,0.973754,0.017166,0.016772,0.041902,0.425991,0.627141
4,3,3,3,3,3,4,4,4,2,0.565019,0.690360,0.532338,0.810680,0.541491,0.777809,0.541771,0.619623,0.635297,0.755984,0.568930,0.509440,0.603196,0.628849,0.659230,0.495603,0.522090,0.262637,0.800416,0.512383,0.812852,0.512987
1,1,1,5,1,1,1,1,1,1,0.000000,0.000000,0.004413,0.021671,0.000000,0.010104,1.000000,0.000000,0.000000,0.000000,0.001321,0.438683,0.629764,0.058654,0.014347,0.000000,0.012016,0.000186,0.000573,0.010628,0.035225,0.000000
3,2,5,2,1,2,1,3,5,1,0.098833,0.526582,0.210313,0.001176,0.233484,0.484115,0.314264,0.636726,1.000000,1.000000,0.211995,0.136730,0.586965,0.497824,0.104032,0.329394,1.000000,0.000000,0.525454,0.253767,0.699825,0.274206
1,1,1,1,1,5,1,5,1,5,0.448884,0.281601,0.006224,0.042488,0.039224,0.998687,0.032180,0.150095,0.068556,0.013169,0.358012,0.056027,0.042779,0.234749,0.487924,0.577610,0.004838,1.000000,0.006907,0.024117,0.061211,0.674873
5,1,1,1,5,1,1,5,1,1,0.627868,0.059632,0.000000,0.106686,0.467031,1.000000,0.005354,0.493717,0.045962,0.039730,0.678964,0.610887,0.117835,0.000000,0.000000,0.499017,0.067234,0.066425,1.000000,0.061875,0.549686,0.079848
3,3,3,3,3,3,3,3,3,3,0.554930,0.551688,0.535684,0.512913,0.550737,0.510222,0.565292,0.527249,0.524285,0.518051,0.583884,0.506935,0.515289,0.521289,0.519356,0.526707,0.518397,0.530400,0.506569,0.517707,0.514416,0.519578
1,1,1,1,1,1,1,5,1,1,0.035532,0.018980,0.000000,0.026996,0.033269,1.000000,0.000000,0.000000,0.000000,0.000000,0.015350,0.027728,0.030451,0.000751,0.007324,0.024320,0.000000,0.019716,0.028171,0.007693,0.001062,0.052244
4,3,2,3,3,4,3,3,3,3,0.628383,0.552291,0.527939,0.523752,0.555974,0.501848,0.557540,0.615854,0.377819,0.513170,0.662746,0.511269,0.510800,0.596161,0.632226,0.616479,0.252572,0.556163,0.778913,0.507635,0.642871,0.669388
4,4,3,4,3,3,2,4,3,2,0.573749,0.427487,0.777733,0.252398,0.704591,0.776609,0.790575,0.650317,0.560290,0.493680,0.561986,0.607210,0.643220,0.607249,0.415168,0.520235,0.521583,0.289020,0.783489,0.794034,0.656682,0.619246
5,1,1,5,1,5,1,5,1,1,0.442127,0.000000,0.055071,0.007796,0.078953,1.000000,1.000000,0.717425,0.026291,0.007850,0.372875,0.537179,0.655752,0.313655,0.475147,0.503711,0.000000,0.036970,1.000000,0.001917,0.553169,0.611590
3,3,3,3,3,3,3,3,3,3,0.564593,0.568302,0.507202,0.515830,0.564414,0.514394,0.561175,0.534051,0.536479,0.514822,0.599647,0.513290,0.517296,0.510533,0.529458,0.519909,0.521004,0.512641,0.510916,0.530254,0.528514,0.516235
5,1,4,4,2,3,5,3,1,4,0.436720,0.498985,0.073855,0.987634,0.164012,0.535722,0.777099,0.834258,0.438199,0.028851,0.705069,0.449853,0.490162,0.142994,0.741091,0.901298,0.776168,0.772262,1.000000,0.000000,0.556633,0.323103
3,3,2,3,3,3,3,4,3,4,0.545452,0.595405,0.529110,0.542529,0.561514,0.743620,0.541215,0.431917,0.397775,0.504465,0.650331,0.498205,0.511399,0.523451,0.513636,0.635090,0.274098,0.737329,0.527753,0.539335,0.511932,0.505543
4,2,2,2,3,2,3,4,3,4,0.467812,0.639587,0.265178,0.436130,0.446082,0.782820,0.307837,0.512042,0.389921,0.539839,0.719094,0.429774,0.364696,0.359148,0.440081,0.782218,0.253485,0.768677,0.763253,0.271948,0.687437,0.243322
4,3,3,4,3,2,2,3,2,2,0.463835,0.323988,0.492532,0.280564,0.534233,0.476384,0.809002,0.574269,0.387020,0.231357,0.541448,0.657396,0.538448,0.354869,0.262687,0.484709,0.548469,0.258186,0.740707,0.532061,0.555686,0.357743
3,2,2,3,3,3,3,3,3,3,0.521691,0.556078,0.259367,0.523663,0.397449,0.527030,0.543837,0.428012,0.375965,0.522696,0.569987,0.506756,0.520676,0.454816,0.520081,0.534969,0.234198,0.501789,0.531200,0.284834,0.539996,0.424871
1,1,1,5,5,1,5,5,5,1,0.578764,0.774300,0.000000,1.000000,0.416362,0.975774,1.000000,0.063017,0.465559,1.000000,0.376524,0.989205,1.000000,0.331363,0.579535,0.000000,0.005246,0.000000,0.022658,0.043389,0.528487,0.066968
1,1,1,1,1,1,1,1,1,5,0.030669,0.232383,0.012249,0.036631,0.042138,0.052261,0.006635,0.003739,0.049127,0.008017,0.380213,0.008731,0.000000,0.003039,0.007983,0.507325,0.028157,1.000000,0.000000,0.059625,0.031488,0.026794
3,3,2,5,3,2,3,2,3,2,0.439629,0.465265,0.493129,0.523308,0.551218,0.281815,1.000000,0.394333,0.361967,0.516400,0.480071,0.712161,0.801316,0.408397,0.411599,0.386844,0.255801,0.266644,0.550117,0.502991,0.509636,0.349371
1,1,5,1,1,1,5,1,1,1,0.038266,0.317809,0.000000,1.000000,0.018323,0.000000,0.036685,0.334148,0.521032,0.033887,0.049506,0.000000,0.000000,0.000000,0.563261,0.000000,0.994722,0.000000,0.017552,0.046368,0.013259,0.000000
2,3,4,2,2,3,3,4,3,3,0.403109,0.567849,0.533733,0.495327,0.432627,0.786026,0.313281,0.492587,0.659214,0.510126,0.408294,0.259335,0.377748,0.528361,0.496592,0.404123,0.779621,0.528272,0.255246,0.546842,0.374025,0.520984
4,2,4,2,3,3,3,3,3,4,0.556574,0.613886,0.223908,0.539582,0.394354,0.541767,0.305274,0.722207,0.676179,0.534978,0.729322,0.371006,0.344467,0.433671,0.517572,0.784686,0.752292,0.731768,0.777842,0.269319,0.677258,0.437090
3,2,2,4,2,4,3,3,3,3,0.490221,0.563570,0.251370,0.501607,0.282472,0.550164,0.771356,0.503792,0.329832,0.545130,0.513239,0.486213,0.661698,0.527831,0.654637,0.480726,0.311083,0.545355,0.497523,0.266831,0.522642,0.592189
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,4,4,4,2,3,3,3,2,4,0.414120,0.455551,0.784813,0.550703,0.598999,0.532687,0.796318,0.470446,0.567515,0.284077,0.456368,0.487968,0.548463,0.557124,0.499627,0.530851,0.734635,0.784237,0.244927,0.753319,0.292237,0.625861
3,4,2,2,3,3,3,3,2,3,0.524047,0.414903,0.761978,0.533644,0.655303,0.551248,0.329108,0.430235,0.265569,0.241444,0.552075,0.391559,0.275184,0.507613,0.548466,0.494916,0.288809,0.513323,0.562379,0.785843,0.399296,0.642911
3,4,4,1,3,2,2,2,3,3,0.431072,0.439291,0.830688,0.259151,0.692650,0.278482,0.000000,0.559243,0.683075,0.501070,0.571189,0.294963,0.207552,0.508837,0.251334,0.523565,0.778434,0.516801,0.519968,0.786323,0.535491,0.439302
3,3,3,3,2,3,4,2,4,4,0.397598,0.804486,0.535443,0.789317,0.411187,0.269526,0.522034,0.487002,0.634488,0.780921,0.574913,0.400508,0.654051,0.606878,0.636826,0.685338,0.492276,0.757105,0.504400,0.529968,0.655034,0.515211
5,5,2,2,3,1,5,4,2,2,0.394947,0.529325,0.985328,1.000000,0.767103,0.748661,0.295033,0.626100,0.296436,0.251313,0.622336,0.454275,0.223268,0.410246,0.573803,0.620878,0.302397,0.289359,1.000000,1.000000,0.706144,0.304527
3,4,3,3,3,2,3,5,4,3,0.429894,0.679159,0.763446,0.522193,0.684904,1.000000,0.562073,0.504640,0.614731,0.779604,0.571406,0.533569,0.639235,0.622085,0.384076,0.499520,0.516180,0.538062,0.530284,0.762833,0.675537,0.433327
3,3,3,3,3,3,3,3,5,2,0.532072,0.720125,0.510994,0.495827,0.507991,0.516734,0.549265,0.511496,0.698139,1.000000,0.462948,0.529432,0.703874,0.684405,0.505382,0.389661,0.502061,0.253567,0.515038,0.544976,0.738365,0.508664
2,2,4,4,5,2,3,2,3,3,0.738106,0.565530,0.286267,0.521167,0.620192,0.260972,0.747947,0.453672,0.691532,0.531319,0.618864,0.922573,0.649790,0.322186,0.430116,0.403209,0.769437,0.477576,0.303198,0.232308,0.398720,0.276219
3,3,4,2,4,5,3,4,4,4,0.912234,0.762713,0.471731,0.544920,0.657381,0.781826,0.322665,0.727928,0.761802,0.797313,0.742077,0.536656,0.513562,0.769013,0.763834,0.687239,0.759270,0.784865,0.563094,0.507780,0.674050,0.872154
4,3,2,4,4,3,3,1,3,3,0.700948,0.534708,0.529675,0.490953,0.652388,0.000000,0.794498,0.591175,0.392286,0.512535,0.757728,0.774818,0.633956,0.517973,0.532562,0.639087,0.312859,0.506380,0.747464,0.532282,0.666583,0.571184
3,3,3,3,3,1,3,3,3,3,0.313200,0.522261,0.523115,0.527679,0.560833,0.490553,0.582878,0.441101,0.522309,0.548687,0.571673,0.520341,0.532809,0.327643,0.307500,0.545215,0.470334,0.486337,0.524212,0.538505,0.501998,0.230258
3,3,3,3,3,3,3,3,3,3,0.577171,0.566225,0.526348,0.527697,0.554116,0.544154,0.564235,0.516894,0.502014,0.498947,0.600457,0.529134,0.505671,0.507747,0.539099,0.518321,0.516869,0.522368,0.521381,0.504768,0.531444,0.521766
3,3,4,3,4,3,3,4,3,3,0.693290,0.542379,0.512734,0.518247,0.669064,0.754617,0.540124,0.634194,0.673558,0.529701,0.677354,0.679518,0.525202,0.522881,0.523161,0.520367,0.739620,0.531735,0.518571,0.530649,0.494690,0.512525
3,4,3,1,3,3,4,4,4,3,0.565433,0.720605,0.778591,0.777014,0.661772,0.795816,0.060921,0.519646,0.679642,0.799574,0.535343,0.332329,0.337637,0.659039,0.647082,0.535757,0.526245,0.501518,0.517682,0.777427,0.640674,0.632601
2,2,3,3,2,2,1,3,2,2,0.300803,0.208145,0.250861,0.000000,0.268069,0.543115,0.513502,0.362069,0.413554,0.279691,0.266171,0.373514,0.423968,0.309912,0.164237,0.259786,0.509749,0.256048,0.261388,0.265616,0.261899,0.299490
2,2,4,1,5,5,3,4,3,5,1.000000,0.653853,0.302130,0.503945,0.579362,0.760426,0.056283,0.553743,0.669007,0.519509,0.769670,0.638743,0.160467,0.605128,0.718171,0.653929,0.764785,1.000000,0.322913,0.304474,0.371705,0.724717
2,3,3,3,2,3,3,3,3,4,0.410635,0.616964,0.525166,0.484648,0.425919,0.531849,0.559803,0.404977,0.548313,0.541370,0.462584,0.399141,0.499657,0.516808,0.520850,0.536097,0.517971,0.797792,0.257000,0.509170,0.403162,0.532888
1,1,5,1,1,5,1,1,5,1,0.485995,0.453000,0.000000,0.002788,0.000000,0.000000,0.035035,0.558158,0.935242,1.000000,0.023520,0.027531,0.438657,0.678834,0.491138,0.091363,0.980394,0.018834,0.004255,0.115155,0.451881,0.628926
3,3,3,2,4,2,4,2,3,1,0.616933,0.423115,0.472051,0.756678,0.617932,0.273541,0.293159,0.469565,0.542879,0.511428,0.470316,0.572291,0.381743,0.432747,0.552106,0.265320,0.538599,0.014859,0.524307,0.490877,0.505263,0.353295
4,3,2,4,2,2,2,1,3,4,0.281729,0.557654,0.466858,0.256824,0.401149,0.038976,0.800842,0.466627,0.322520,0.534382,0.607712,0.450785,0.648407,0.424743,0.296125,0.771527,0.271212,0.748811,0.774860,0.516470,0.649056,0.366667
3,3,4,3,3,3,2,3,1,2,0.518106,0.152596,0.508088,0.262171,0.515331,0.497796,0.515383,0.597286,0.457495,0.003757,0.473165,0.497740,0.313668,0.387981,0.341294,0.412357,0.751964,0.275880,0.542184,0.515255,0.300190,0.493563
2,2,2,5,5,5,3,1,1,2,1.000000,0.237734,0.253789,0.512760,0.611956,0.026270,0.991492,0.391277,0.181631,0.000000,0.585323,0.981711,0.577251,0.478758,0.784216,0.279579,0.287908,0.271598,0.316679,0.229584,0.150652,0.771477
3,4,3,3,3,2,3,3,4,4,0.448719,0.748967,0.796794,0.507301,0.675622,0.544870,0.533435,0.480157,0.614926,0.787253,0.689682,0.525236,0.638304,0.596854,0.410263,0.669735,0.517952,0.740857,0.529630,0.742077,0.614292,0.440331
1,4,2,4,3,3,4,3,3,4,0.572670,0.667583,0.812367,0.746723,0.665855,0.539946,0.755778,0.223532,0.405236,0.519654,0.476535,0.592587,0.677154,0.573071,0.660650,0.398788,0.266285,0.754130,0.008534,0.791960,0.249453,0.627102
5,5,4,5,1,4,3,5,2,5,0.371587,0.510140,0.973630,0.557069,0.602219,1.000000,1.000000,0.921958,0.618514,0.308620,0.771027,0.511049,0.682720,0.689446,0.644413,0.983118,0.783721,1.000000,1.000000,0.991342,0.723429,0.897546
